"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-79.40","43.67","TORONTO CITY","6158355","2020-11-28","2020","11","28","","7.6","","3.7","","5.6","","12.4","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-11-29","2020","11","29","","10.1","","3.1","","6.6","","11.4","","0.0","","","","","","0.0","","0","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-11-30","2020","11","30","","7.2","","0.0","","3.6","","14.4","","0.0","","","","","","23.4","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-01","2020","12","01","","0.4","","-1.9","","-0.7","","18.7","","0.0","","","","","","4.6","","1","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-02","2020","12","02","","4.8","","-0.8","","2.0","","16.0","","0.0","","","","","","0.0","","1","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-03","2020","12","03","","5.7","","0.8","","3.3","","14.7","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-04","2020","12","04","","4.7","","1.4","","3.0","","15.0","","0.0","","","","","","5.6","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-05","2020","12","05","","2.5","","-3.4","","-0.5","","18.5","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-06","2020","12","06","","1.1","","-4.5","","-1.7","","19.7","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-07","2020","12","07","","1.1","","-4.9","","-1.9","","19.9","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-08","2020","12","08","","2.5","","-5.2","","-1.3","","19.3","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-09","2020","12","09","","4.7","","0.4","","2.5","","15.5","","0.0","","","","","","7.0","","2","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-10","2020","12","10","","6.2","","2.5","","4.4","","13.6","","0.0","","","","","","0.2","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-11","2020","12","11","","9.5","","2.9","","6.2","","11.8","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-12","2020","12","12","","9.4","","3.9","","6.7","","11.3","","0.0","","","","","","9.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-13","2020","12","13","","7.2","","0.4","","3.8","","14.2","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-14","2020","12","14","","2.5","","-1.8","","0.4","","17.6","","0.0","","","","","","0.1","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-15","2020","12","15","","-1.7","","-6.9","","-4.3","","22.3","","0.0","","","","","","0.1","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-16","2020","12","16","","-4.8","","-7.1","","-5.9","","23.9","","0.0","","","","","","0.3","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-17","2020","12","17","","-2.9","","-7.2","","-5.0","","23.0","","0.0","","","","","","0.1","","0","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-18","2020","12","18","","0.4","","-7.0","","-3.3","","21.3","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-19","2020","12","19","","3.0","","0.3","","1.7","","16.3","","0.0","","","","","","2.1","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-20","2020","12","20","","5.3","","1.5","","3.4","","14.6","","0.0","","","","","","1.1","","0","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-21","2020","12","21","","4.6","","0.2","","2.4","","15.6","","0.0","","","","","","0.2","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-22","2020","12","22","","4.1","","0.5","","2.3","","15.7","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-23","2020","12","23","","8.2","","1.7","","5.0","","13.0","","0.0","","","","","","0.8","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-24","2020","12","24","","9.5","","-2.2","","3.7","","14.3","","0.0","","","","","","12.2","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-25","2020","12","25","","0.2","","-4.7","","-2.2","","20.2","","0.0","","","","","","5.1","","4","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-26","2020","12","26","","-1.4","","-4.6","","-3.0","","21.0","","0.0","","","","","","1.0","","4","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-27","2020","12","27","","4.7","","-2.6","","1.1","","16.9","","0.0","","","","","","0.5","","3","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-28","2020","12","28","","5.2","","-1.9","","1.7","","16.3","","0.0","","","","","","3.4","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-29","2020","12","29","","-0.5","","-4.0","","-2.3","","20.3","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-30","2020","12","30","","5.6","","-2.3","","1.7","","16.3","","0.0","","","","","","5.9","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-31","2020","12","31","","2.5","","-1.0","","0.7","","17.3","","0.0","","","","","","0.0","","","","","M","","M"
